,320CH1-A,320CH2-A,320CH3-A,320CH4-A,320CH5-A,320CH6-A,320CH7-A,320CH8-A,320CH9-A,320CH10-A,320CH11-A,320CH12-A,320CH13-A,320CH14-A,320CH15-A,320CH16-A,320CH17-A,320CH18-A,320CH19-A,320CH20-A,320CH21-A,320CH22-A,320CH23-A,320CH24-A,320CH25-A,320CH26-A,320CH27-A,320CH28-A,320CH29-A,320CH30-A,320CH31-A,320CH32-A,320CH33-A,320CH34-A,320CH35-A,355CH1-A,355CH2-A,355CH3-A,355CH4-A,355CH5-A,355CH6-A,355CH7-A,355CH8-A,355CH9-A,355CH10-A,355CH11-A,355CH12-A,355CH13-A,355CH14-A,355CH15-A,355CH16-A,355CH17-A,355CH18-A,355CH19-A,355CH20-A,355CH21-A,355CH22-A,355CH23-A,355CH24-A,355CH25-A,355CH26-A,355CH27-A,355CH28-A,355CH29-A,355CH30-A,355CH31-A,355CH32-A,355CH33-A,355CH34-A,355CH35-A,405CH1-A,405CH2-A,405CH3-A,405CH4-A,405CH5-A,405CH6-A,405CH7-A,405CH8-A,405CH9-A,405CH10-A,405CH11-A,405CH12-A,405CH13-A,405CH14-A,405CH15-A,405CH16-A,405CH17-A,405CH18-A,405CH19-A,405CH20-A,405CH21-A,405CH22-A,405CH23-A,405CH24-A,405CH25-A,405CH26-A,405CH27-A,405CH28-A,405CH29-A,405CH30-A,405CH31-A,405CH32-A,405CH33-A,405CH34-A,405CH35-A,488CH4-A,488CH5-A,488CH6-A,488CH7-A,488CH8-A,488CH9-A,488CH10-A,488CH11-A,488CH12-A,488CH13-A,488CH14-A,488CH15-A,488CH16-A,488CH17-A,488CH18-A,488CH19-A,488CH20-A,488CH21-A,488CH22-A,488CH23-A,488CH24-A,488CH25-A,488CH26-A,488CH27-A,488CH28-A,488CH29-A,488CH30-A,488CH31-A,488CH32-A,488CH33-A,488CH34-A,488CH35-A,561CH10-A,561CH11-A,561CH12-A,561CH13-A,561CH14-A,561CH15-A,561CH16-A,561CH17-A,561CH18-A,561CH19-A,561CH20-A,561CH21-A,561CH22-A,561CH23-A,561CH24-A,561CH25-A,561CH26-A,561CH27-A,561CH28-A,561CH29-A,561CH30-A,561CH31-A,561CH32-A,561CH33-A,561CH34-A,561CH35-A,637CH17-A,637CH18-A,637CH19-A,637CH20-A,637CH21-A,637CH22-A,637CH23-A,637CH24-A,637CH25-A,637CH26-A,637CH27-A,637CH28-A,637CH29-A,637CH30-A,637CH31-A,637CH32-A,637CH33-A,637CH34-A,637CH35-A
PerCP,-0.004095218,0.000149144,0.000726644,0.002705873,0.002055454,0.003152163,0.002982307,0.001055199,-0.000518057,0.000363543,-0.001211628,-0.000267817,-0.000259782,-0.001558778,0.000282423,0.000601178,0.013547281,0.163319186,0.609452134,0.486512609,0.157559631,0.083797249,0.077596739,0.0858622,0.087858565,0.06246791,0.035437543,0.017346899,0.004981847,0.00108705,0.000516756,0.0005371,0.000301158,0.000138506,3.81E-05,-0.003258958,-0.000983745,-0.000250017,-0.000590625,0.000341305,-7.29E-05,-2.27E-05,-0.000101977,0.000164534,-0.000217886,-0.000393738,1.03E-05,0.000115786,0.000159483,4.24E-05,0.000149679,0.002758016,0.028790931,0.151517605,0.131836012,0.039911657,0.02057698,0.017192616,0.021475539,0.023926958,0.019365851,0.012339619,0.006168661,0.003392677,0.002120525,0.002140156,0.001565729,0.001297628,0.000973497,0.000652182,-0.002467615,-0.003469575,-0.000763135,-0.003057325,-0.002847016,-0.001512601,0.000925346,-0.002234631,0.000798973,-0.000170967,0.000221442,0.000995991,0.000328321,0.002240507,0.000832904,0.001586245,0.025666978,0.275383122,1,0.680578476,0.23016328,0.122140456,0.115022857,0.131393761,0.138725186,0.110300968,0.064788918,0.032404974,0.018013458,0.011484656,0.009180453,0.009190905,0.006982824,0.003516871,0.001072923,-6.70E-05,-0.000295174,-0.000352414,-5.70E-05,-0.000249008,0.000103224,0.000463341,0.000950925,0.001425669,8.79E-05,0.000665878,0.000449527,0.000268516,0.004252277,0.038324647,0.183686071,0.155855126,0.050140355,0.024221503,0.035239472,0.024666997,0.029281505,0.022895886,0.015111347,0.006821012,0.00378565,0.001809911,0.00199904,0.001724529,0.001379378,0.000749774,0.000820423,0.000853163,0.000108502,-0.000832046,9.22E-05,0.000963916,0.000823014,0.000472803,0.011816284,0.155998605,0.655609127,0.55018082,0.181480287,0.089744318,0.084561555,0.092395824,0.109550689,0.086262372,0.053443885,0.02720212,0.014696654,0.007967582,0.004844967,0.002970339,0.001245356,0.00051365,0.000408541,0.006858256,0.036126728,0.173428947,0.134870837,0.043712126,0.020225149,0.018947752,0.02227338,0.02732133,0.021226434,0.014090036,0.006135508,0.002941473,0.002036221,0.002822216,0.00279543,0.002616433,0.00114952,0.000819096
PerCP-Cy5.5,-0.005562775,-0.000321982,-0.000336655,0.001350985,-0.000380493,-0.000687096,6.75E-05,-0.001140824,-2.01E-05,-0.000710472,-0.000517837,-0.000859857,-0.001125712,0.000786237,0.000478621,0.000388244,0.012049133,0.105039674,0.397651886,0.448410783,0.35547622,0.301137411,0.230238743,0.167933617,0.128683379,0.091392557,0.07720253,0.057977763,0.045659333,0.023088356,0.011715573,0.002785612,0.001070331,0.00037634,0.00027006,-0.003025858,-0.000832608,-0.000304191,8.09E-05,-0.000380754,1.54E-05,-0.00019021,9.65E-05,4.78E-05,3.30E-05,0.000285477,0.000191221,-0.0002108,0.000111237,2.35E-05,0.000120818,0.002492193,0.020008388,0.103221547,0.124606018,0.09305228,0.085301573,0.062605699,0.048254458,0.039334859,0.031946288,0.024535123,0.021431245,0.016273407,0.012981262,0.009151233,0.006867324,0.004585795,0.002978505,0.001852505,-0.00243992,-0.002278413,-0.001554038,-0.001367103,-0.002306611,0.00079571,-0.000807098,0.002177808,-0.00010385,-0.000261554,0.000237373,0.001015369,0.001642154,0.002069376,0.002165056,0.00262135,0.02917629,0.231657287,0.883293346,1,0.994667779,0.869232858,0.661979384,0.471715446,0.358093792,0.285639036,0.226196985,0.186835008,0.149568467,0.112746546,0.081942034,0.064274638,0.04413201,0.030265243,0.017006893,-0.000589245,-0.000371383,-0.000292699,-0.000391908,-0.000174319,-6.97E-05,-5.95E-05,0.001000056,-5.17E-05,0.000646557,0.000584668,0.000656364,0.000460658,0.005880627,0.044762143,0.21082006,0.31069832,0.337255085,0.306899307,0.227414764,0.167322223,0.129538073,0.104538802,0.086313072,0.072350093,0.060186336,0.041733447,0.032143518,0.022816811,0.017811334,0.012433865,0.008816181,0.001870817,0.000851327,0.000778177,0.000107732,0.000343181,0.000322515,0.000442791,0.012514821,0.124608648,0.528699125,0.656729874,0.617019439,0.530933019,0.419037169,0.285409747,0.236826248,0.187737367,0.15201735,0.123170141,0.099999034,0.072096192,0.050412651,0.036138405,0.026045394,0.017141102,0.013010371,0.008875128,0.037721927,0.171353248,0.23076898,0.258095063,0.237641435,0.19002128,0.127776122,0.098587184,0.078881454,0.069531654,0.059828735,0.048803352,0.037428356,0.029167807,0.021894111,0.015841442,0.00988064,0.008207779
PerCP-eFluor 710,-0.001217251,0.000117622,1.46E-05,0.000280718,0.00056847,0.000352911,8.36E-05,0.000335018,2.60E-05,-2.87E-05,0.000242689,0.000256829,0.000363214,0.000261865,0.000113391,0.000113805,0.001810169,0.015668222,0.060992495,0.091401353,0.147394142,0.220548426,0.232681101,0.169388707,0.107465536,0.065201614,0.052561124,0.044108369,0.041848009,0.029233188,0.022231152,0.015271041,0.008217244,0.001319455,0.000521582,-0.000764663,-0.000194585,-3.65E-05,-9.65E-05,5.20E-05,0.000148933,1.42E-05,-2.63E-06,-2.36E-05,2.98E-05,5.76E-05,4.00E-05,5.96E-05,3.33E-05,7.71E-06,2.78E-05,0.000414497,0.003082603,0.015968791,0.024147498,0.035967931,0.059447785,0.063417458,0.052298272,0.03482712,0.023464018,0.016958347,0.015466461,0.013621248,0.013023817,0.010606805,0.008477794,0.005330231,0.003494471,0.002137241,-0.00060015,-0.000591823,-4.70E-05,0.000772972,-1.52E-05,0.000672526,0.000180647,4.35E-05,-0.000109508,0.000124694,0.00014209,0.000546294,0.000754005,0.001522163,0.001482465,0.001421697,0.007935414,0.04951168,0.192370893,0.314174329,0.629680429,0.948917619,1,0.740791026,0.470949953,0.317641141,0.232237745,0.20082927,0.183636601,0.161869743,0.128179771,0.100245211,0.068207784,0.043777914,0.025248458,5.47E-05,-8.87E-05,4.23E-05,-1.03E-05,8.98E-05,-5.35E-05,6.78E-05,0.000170301,0.00017356,0.000339738,0.000553076,0.000619506,0.000558298,0.002347066,0.013647302,0.066669874,0.134875339,0.279538701,0.442353605,0.464396875,0.373358118,0.251737899,0.169470789,0.12658507,0.109090103,0.102023027,0.080928195,0.068311643,0.049879716,0.037524522,0.025881982,0.017427693,0.000682845,0.000184595,0.000224427,0.00023345,0.000381373,0.000299336,0.000161349,0.002725885,0.023996569,0.101952042,0.169793978,0.321593915,0.48987251,0.549633315,0.400546864,0.278646289,0.184619709,0.136710082,0.118951847,0.111356232,0.090905632,0.07228978,0.052898368,0.037658036,0.024171962,0.017908736,0.002123895,0.007156824,0.033148931,0.066190267,0.149642023,0.240175917,0.28205775,0.218001629,0.149541324,0.096268678,0.075608583,0.063959121,0.059438138,0.054479958,0.046684932,0.036162566,0.024559841,0.015896446,0.012381665
PerCP-Fire 806,-0.003676345,-0.001666674,-0.000873247,-0.00064618,0.001953942,6.73E-05,0.001322891,0.00393146,-0.000655225,-0.000555417,-0.000593699,-0.001000985,0.000516513,-7.20E-05,0.000201157,-0.000120272,0.002019719,0.015735251,0.057200187,0.053531091,0.023878188,0.017479321,0.013523215,0.01164867,0.011788683,0.009286924,0.011944771,0.022770622,0.052420355,0.077833768,0.110852178,0.110545822,0.089774348,0.052191681,0.024544506,-0.003261399,-0.000758212,-0.000480817,-0.001000049,-4.14E-05,-9.06E-05,6.45E-05,-0.000280617,6.96E-05,1.07E-05,-0.00020171,-2.71E-05,-1.98E-05,4.59E-05,-4.32E-05,2.37E-05,0.00038792,0.002944472,0.016090139,0.015311114,0.006757561,0.005348123,0.004016536,0.003840937,0.003713484,0.003724987,0.004036494,0.00788117,0.016424798,0.03265164,0.04837867,0.058805312,0.045349044,0.033925536,0.018590517,-0.003838897,-0.004087156,-0.001539592,-0.001709152,-0.002776598,-0.001911969,-0.000347009,4.69E-05,-0.000772711,-1.76E-05,-8.35E-05,1.45E-05,0.001624187,0.001110118,0.000440557,0.000204295,0.006116702,0.055587186,0.213675762,0.169276969,0.096772177,0.073811538,0.061384887,0.054519277,0.052495328,0.055484137,0.077558898,0.165931553,0.354104999,0.634431334,0.869343961,1,0.831831157,0.549021383,0.292497506,-0.000146584,-0.000299005,-0.000171758,-0.00021378,4.69E-05,-5.37E-05,5.94E-05,0.000820895,0.000194168,0.000514984,0.00079571,0.000229489,8.92E-05,0.002200437,0.020065059,0.099025705,0.095873381,0.049076096,0.036469852,0.029004278,0.026721266,0.028541232,0.032775025,0.053402634,0.121905182,0.275803624,0.460723732,0.695949154,0.761471098,0.69872908,0.506858013,0.317355278,0.00025653,0.002539129,0.003849235,0.003714539,0.003277536,0.001086614,-3.52E-05,0.003465858,0.027472589,0.114958415,0.108522556,0.059083945,0.043856548,0.036617952,0.030052586,0.030881592,0.030691335,0.039118369,0.081054019,0.176501121,0.296357071,0.416047998,0.454319287,0.40497115,0.270504304,0.188396894,0.001053838,0.0039211,0.018229209,0.020079675,0.016571011,0.014830387,0.012326874,0.009069283,0.007814748,0.006704257,0.008516316,0.015518174,0.031159837,0.056661396,0.085796124,0.09919372,0.083022616,0.058399716,0.040253465
R718,0.003972964,0.002343335,6.16E-05,0.002754536,-0.000170462,0.00242791,-0.000692793,0.001426932,-0.001054039,0.000998598,-0.001295094,0.002576256,-0.000216344,0.001170734,-0.000904449,0.001820849,0.00071079,0.002455641,0.001351757,0.003358682,0.004967138,0.0103306,0.013982416,0.012646873,0.011116678,0.007984651,0.003766415,0.004607931,0.003310887,0.004350091,0.002704719,0.003657323,0.00261074,0.003674702,0.000452563,0.00297017,0.00210428,0.001516758,0.003997168,0.002261677,0.001966548,0.002827553,0.001262567,-0.000478494,0.001534406,0.001795815,0.001186325,0.000383716,9.41E-05,0.001432325,0.000189086,0.000485838,0.000826556,0.0014258,0.006788094,0.017953698,0.036294205,0.049654221,0.053582846,0.041620812,0.027656876,0.018502053,0.016956781,0.018975205,0.013708904,0.015181822,0.011079164,0.0121167,0.0071566,0.004695581,0.002271849,-0.000867801,-0.000738974,0.024970243,0.003216864,0.013331007,0.002755751,0.010794508,0.001138706,0.003833134,0.004849286,9.09E-06,-0.000647625,0.000919122,0.000900164,0.000542229,-0.004689084,0.003328763,0.00446711,0.018908823,0.051916018,0.096520434,0.129901908,0.122443882,0.089960447,0.066732376,0.042788052,0.034052979,0.023444893,0.034131901,0.021950333,0.025572336,0.010612398,0.015467236,0.006295884,0.002366701,0.001495281,0.003746194,0.001590913,0.002300134,0.001373545,0.000735985,0.004061136,0.003978489,0.001729024,0.001681609,0.00076265,-0.000285647,0.000492729,7.89E-05,0.000640633,0.001543477,0.003406191,0.007045574,0.00829767,0.007503246,0.006941838,0.004018591,0.003325359,0.002464307,0.002031732,0.002949981,0.001391829,0.000956336,0.001745855,0.001162613,0.000106885,0.00092573,0.001761828,-0.000614807,0.00097982,0.001004401,0.000177732,0.001595011,0.000199771,0.00459183,0.007529035,0.031141912,0.086057012,0.167906562,0.214378862,0.190113514,0.158163542,0.109058146,0.079042615,0.065689578,0.062889716,0.054563805,0.045018151,0.036302054,0.026109735,0.020928712,0.014953627,0.008126466,0.008820311,0.031270192,0.119210253,0.33997454,0.69599202,1,0.941031834,0.731209719,0.506388614,0.374667991,0.301776242,0.265234092,0.262626324,0.23684975,0.202201455,0.165598656,0.110452917,0.140769257
RB545,0.005791106,0.000707999,0.000515025,0.000332666,0.001000298,0.001838907,0.004909624,0.005043699,0.000366127,0.001163977,0.002639211,0.001779941,0.001335067,0.000694111,0.000493501,5.65E-05,-5.30E-05,-8.90E-05,3.04E-05,0.000298999,-0.000255145,0.00071982,-0.000384345,0.000566168,-0.000157327,8.74E-06,-7.72E-05,0.000493656,0.000253466,0.000390629,-6.96E-06,0.000372557,0.000413846,0.000318534,0.000187934,0.001129197,0.000682039,0.000579562,0.002423875,0.00149448,0.010744704,0.027646289,0.027522298,0.00431651,0.006436137,0.011832386,0.008901904,0.005482225,0.003595953,0.001462409,0.00065183,0.001261478,0.00105839,0.00122542,0.000621988,0.000214675,0.000471675,3.98E-05,0.000304361,0.000111801,0.000274609,0.000388162,0.000796965,-0.00027754,0.000291351,-0.000313003,0.000391487,-0.000353725,4.99E-06,-0.000199474,0.000324037,0.000664328,0.000665755,0.011538091,0.00981641,0.049512334,0.136206664,0.149516199,0.023136235,0.032361504,0.056774236,0.046476309,0.033543435,0.029430774,0.009823228,0.000600165,0.007302239,0.008112965,0.004193817,0.002592044,0.002953067,0.003388466,0.001619165,0.001322596,0.00014883,0.000843728,0.001255038,0.004033636,0.001568326,-0.000146382,0.000680528,0.000431118,0.00015266,0.00071873,-0.000232085,0.036025198,0.063841616,0.234209229,0.780011219,1,0.25309044,0.138237812,0.403734451,0.344274953,0.230992048,0.158435305,0.066992149,0.00466201,0.033047932,0.040738346,0.030356615,0.024632481,0.016569696,0.011322996,0.008101158,0.006266978,0.006135515,0.007475292,0.013177629,0.012969475,0.009073875,0.004866116,0.003394688,0.0042215,0.003911653,0.002593251,0.001423495,0.017130329,0.023547439,0.018548384,0.012051485,0.008290706,0.002981687,0.000368542,0.002639384,0.002240852,0.002060905,0.001072745,0.000907387,0.000611323,0.000643032,0.00020828,0.000358781,-6.34E-05,0.000263743,-5.91E-05,-0.000292254,-6.96E-05,0.000595654,0.000240789,3.74E-05,0.00010899,-0.000147929,-0.000351288,0.000244531,-0.000167736,0.000401008,7.04E-05,0.000172115,-7.40E-05,0.000165724,-0.000282852,0.000388062,6.14E-05,1.50E-05,-7.43E-05,0.000254082,-0.000427803,3.14E-05,-4.47E-05,0.000260145,-1.57E-05
RB670,0.000648594,0.000238681,6.73E-05,-0.000217345,0.000202287,1.52E-05,5.03E-05,1.27E-05,-8.54E-05,-6.94E-05,-5.86E-05,-8.76E-05,3.66E-05,-1.33E-05,3.18E-05,0.000139685,0.003451489,0.009947912,0.011433278,0.009868443,0.006472517,0.004147902,0.002766274,0.002541099,0.002215824,0.001540034,0.001200675,0.000963059,0.000645043,0.00048517,0.000286129,6.31E-05,3.87E-05,0.000158094,-5.02E-06,0.000344058,0.00019746,0.000176265,0.000781549,0.000667462,0.000802077,0.000741177,0.000530063,0.000103847,6.51E-05,0.000403703,0.000236912,0.000153045,0.000205396,0.000169444,0.001120945,0.014707529,0.031185272,0.041316288,0.03287759,0.019711471,0.012698157,0.008736657,0.008345079,0.00720584,0.005878652,0.0044258,0.003298307,0.002521704,0.001787701,0.00126968,0.001152099,0.000612019,0.000621109,0.000469712,0.0001758,0.000127862,0.00038945,0.001490419,0.002939866,0.002566354,0.001258484,0.002213977,0.000141024,6.48E-05,0.000894932,0.000824126,0.000578231,0.001024159,0.000975852,0.005951005,0.085247759,0.205244603,0.235994259,0.187687125,0.122989974,0.076445119,0.057888287,0.044763336,0.036244544,0.030426588,0.023108606,0.015811213,0.010750349,0.007723037,0.005981357,0.004743611,0.004381503,0.003223611,0.002045267,0.015224642,0.020834888,0.019595742,0.015232419,0.010540076,0.002378166,0.001655636,0.004818525,0.004569261,0.003567948,0.004537404,0.004414894,0.011936313,0.257812311,0.724168737,1,0.918343189,0.598758618,0.339005771,0.217495454,0.173207708,0.154807433,0.133920513,0.099826604,0.071897264,0.053227272,0.035468213,0.025515686,0.019662687,0.015217518,0.012686413,0.010081214,0.000243881,0.000111864,9.19E-05,2.52E-05,0.000269527,0.00017563,0.001772828,0.017999476,0.040052732,0.043588775,0.03396122,0.02205396,0.014622287,0.010645167,0.008436537,0.008107853,0.006648247,0.005269276,0.003427911,0.002180905,0.001497139,0.000899296,0.000856719,0.000591486,0.00061625,0.000386026,0.131271967,0.217301998,0.262512823,0.212586294,0.135109758,0.085713323,0.063943479,0.05259138,0.048462015,0.039715366,0.031161375,0.020513151,0.014031895,0.010366272,0.007540988,0.005869211,0.004886718,0.003737204,0.003428216
RB705,0.000155862,0.000247819,1.23E-05,-0.000179496,0.000233486,0.000442033,0.0001337,1.84E-05,5.04E-05,-7.83E-05,2.22E-05,-0.000125481,3.20E-05,-0.000103934,-0.000147629,3.57E-05,9.00E-05,0.00034858,0.000954592,0.003199244,0.006944961,0.008982985,0.008339916,0.006355738,0.004783544,0.003152567,0.002828761,0.002427015,0.001813615,0.001751315,0.001486694,0.000895088,0.00076863,0.000698438,0.00020113,3.70E-05,8.51E-05,3.69E-05,0.000622357,0.001168619,0.001698441,0.001210555,0.000868782,0.000196036,0.00019856,0.00059666,0.000259353,0.000101762,4.28E-05,9.26E-05,-4.46E-05,0.000425866,0.001245113,0.006282689,0.019993876,0.036750721,0.052935964,0.047178025,0.037488177,0.025113749,0.016933748,0.014380099,0.014156862,0.011687915,0.010145385,0.008990296,0.006234571,0.004206672,0.002908409,0.002258104,1.23E-05,-0.000121802,4.45E-05,0.000539216,0.00171059,0.002813605,0.003434445,0.002342008,-1.84E-06,0.000102217,0.001305993,0.001205729,0.000978678,0.001020995,0.000478289,6.80E-05,0.001154384,0.004297509,0.017151371,0.054822572,0.120457112,0.156477058,0.147806545,0.10971205,0.068406459,0.049364258,0.040545387,0.035922276,0.032799836,0.026315726,0.021323573,0.017002037,0.011217049,0.008501875,0.005168623,0.008795032,0.01945787,0.031260719,0.028879337,0.019850179,0.004290115,0.00328499,0.009952204,0.007910355,0.005293186,0.004090736,0.001782393,0.000315422,0.004872255,0.022026163,0.096548574,0.356073828,0.790309899,1,0.906057912,0.683628399,0.477818704,0.348936376,0.270239022,0.236071664,0.225563012,0.184295414,0.142964875,0.106275196,0.077389894,0.059045422,0.044558634,-7.88E-05,-0.000154473,0.000597583,-3.70E-05,-8.70E-05,-8.11E-05,0.000106665,9.20E-05,0.001094053,0.004187263,0.01238506,0.02496343,0.032157965,0.03048445,0.020673034,0.014576435,0.010359392,0.009094649,0.008425731,0.006786083,0.005386999,0.004182526,0.002817823,0.002238051,0.001284238,0.001108252,0.001928351,0.004345768,0.018160294,0.057859608,0.120134207,0.160852596,0.156190178,0.109457106,0.075449568,0.052669941,0.044733262,0.038821296,0.033845333,0.02939905,0.023133828,0.017181584,0.012020159,0.008914214,0.013355683
RB744,0.00214781,0.000363751,0.000222332,0.000133537,9.45E-05,0.000518873,0.000313554,0.000465372,-0.000248593,-7.79E-05,-0.000155599,0.000159421,-0.000117015,-8.69E-05,-8.66E-05,-0.000254127,-0.000294865,-0.000251023,-0.000455843,-2.51E-05,-0.000247539,0.000988917,0.001868082,0.005302931,0.00795674,0.009045199,0.007812726,0.006012728,0.004287927,0.003582793,0.002022004,0.001929813,0.001411938,0.001065249,0.000675269,0.000563135,0.000451573,0.000316819,0.000599499,0.00219889,0.003875364,0.003278718,0.00202285,0.000109484,0.000315664,0.001173142,0.000873995,0.000764099,3.76E-05,0.000177639,0.000209171,0.000198013,9.26E-05,0.000172622,0.000678907,0.001575322,0.005472486,0.014773398,0.032005554,0.049301568,0.053357986,0.046010922,0.039042255,0.026628587,0.021957994,0.018185722,0.016204511,0.012140198,0.009570978,0.007028376,0.000256233,0.000272324,0.000737935,0.004520562,0.006629503,0.008691541,0.010293376,0.007653361,0.000812844,0.001555577,0.003029254,0.003016802,0.001649882,0.002168223,0.000381132,0.000396905,0.000133175,0.000215887,0.000520731,0.000904824,0.004727214,0.015018073,0.03949145,0.083510592,0.116817088,0.13597333,0.113102417,0.085641959,0.059751688,0.048135746,0.038006528,0.034655039,0.027784827,0.02488114,0.013949966,0.017608262,0.037148118,0.057767681,0.056097811,0.04028027,0.009187904,0.006918548,0.021107263,0.01728429,0.011355047,0.008310576,0.003492068,0.000383288,0.00235685,0.002998479,0.004656027,0.010169526,0.031354894,0.090311325,0.237163833,0.517014173,0.834306477,1,0.890000623,0.689104709,0.535719696,0.386311787,0.303551086,0.247292324,0.209419713,0.180773492,0.151545748,8.69E-05,0.000709261,0.000715606,0.000199073,-0.000262371,-0.000218312,2.44E-05,0.000169217,-0.000180941,-0.000327251,0.000557132,-0.000111716,0.002417694,0.004991336,0.009598155,0.015331837,0.016129132,0.013822337,0.011687885,0.007483441,0.005510051,0.004591478,0.003541652,0.002949528,0.002320133,0.001788136,5.60E-05,6.56E-05,0.000189183,0.000367259,0.001615819,0.005904725,0.016211058,0.031468056,0.04614008,0.048992729,0.043020101,0.031680091,0.022469766,0.017362971,0.014209102,0.012303487,0.01086033,0.008208992,0.006414238
RB780,-0.001607021,-0.000665733,-1.81E-05,0.001994371,0.005755114,0.008786677,0.007204157,0.005129213,0.001007739,0.001589562,0.004219161,0.002897441,0.002183835,0.001398604,0.000657076,4.58E-05,0.00097123,0.000436649,0.000900261,0.000533729,0.000134569,0.000681439,0.000888486,0.002163974,0.005109323,0.012194047,0.027712074,0.043259738,0.056591744,0.046024419,0.034689409,0.02404825,0.013948248,0.003134963,0.00120261,-0.001401204,-0.000280339,-7.70E-05,0.001663239,0.004689127,0.007329091,0.006900779,0.005283522,0.001049744,0.00109328,0.003324052,0.002533811,0.00177238,0.001096545,0.000466516,9.43E-05,0.000478394,0.000476644,0.000424018,0.000357454,0.000282609,0.000339145,0.000639594,0.001480033,0.004396968,0.010934672,0.021437425,0.037082923,0.045524048,0.049612364,0.043326847,0.035441076,0.022594765,0.016316185,0.01040662,-0.001178526,-0.001322588,-0.000780817,0.006071992,0.013342103,0.022356119,0.021376833,0.015280607,0.002603282,0.003800103,0.008456154,0.006783758,0.005053528,0.004635626,0.001629491,0.000123985,0.001400109,0.001158414,0.001184412,0.00101227,0.000875557,0.001137145,0.002191966,0.005301009,0.014463234,0.035105658,0.066353919,0.104412622,0.125550741,0.125219311,0.104814743,0.083273744,0.057805052,0.037513614,0.021623865,0.039959545,0.074897494,0.123745654,0.115322046,0.088380237,0.017524126,0.019566925,0.054282248,0.042993818,0.028735147,0.022122465,0.008267658,0.000878936,0.006675292,0.006864309,0.00620441,0.005885659,0.005907178,0.007318844,0.013418731,0.03639521,0.102448586,0.252020795,0.498107899,0.784308898,1,0.888337029,0.803767296,0.594016423,0.461995575,0.332749273,0.237506239,0.001447739,0.001418023,0.001022716,0.000730325,0.000881481,0.000202576,-3.29E-06,0.000255534,0.000400072,0.000586736,4.73E-05,-0.000331933,0.000387888,0.000251847,0.000939972,0.002229665,0.00595631,0.012167896,0.021188654,0.027903076,0.027751126,0.024399491,0.019462442,0.014817593,0.010073776,0.007865167,5.01E-05,5.40E-05,0.000118122,0.000149643,0.000227718,0.00017981,0.000592845,0.001376933,0.003636723,0.00854285,0.017401783,0.025981223,0.031336222,0.030876102,0.028101318,0.022141382,0.014883308,0.010062895,0.008122755
RY586,-4.36E-05,1.74E-05,2.63E-05,6.21E-05,4.22E-05,4.10E-05,1.59E-05,0.000276684,0.000165538,0.006180523,0.022382595,0.020841929,0.013816624,0.00831613,0.002515721,0.000511269,0.003186097,0.002997444,0.001823416,0.001466651,0.001022597,0.000735934,0.000547124,0.000323693,0.000260902,0.000157009,0.00012161,4.35E-05,2.55E-05,6.77E-06,2.67E-05,6.93E-05,7.12E-05,2.41E-05,2.16E-05,-0.00010283,-2.99E-05,-9.99E-06,-1.01E-05,1.57E-05,1.73E-05,5.50E-05,0.000132279,7.73E-05,0.002650807,0.011105877,0.011568368,0.007779315,0.004494934,0.001795664,0.000302746,0.001853736,0.001640544,0.00122255,0.000835498,0.000539111,0.000413559,0.000318105,0.000253202,0.000191536,0.000134017,9.89E-05,8.23E-05,5.53E-05,4.95E-05,9.81E-05,0.000173641,0.000204932,0.00016501,0.000104575,-8.91E-05,-6.90E-05,-4.74E-05,-5.26E-05,2.65E-05,8.37E-05,0.000201618,0.000520774,0.000258308,0.011674925,0.035684956,0.035162534,0.024385422,0.01955741,0.006031941,0.001261225,0.006892845,0.005839597,0.003824866,0.002571494,0.001852436,0.001375308,0.001078317,0.000782764,0.000554893,0.00040541,0.000280047,0.000214169,0.000146135,0.000152137,0.000347925,0.000799431,0.000846199,0.000636932,0.000382458,9.57E-05,5.54E-05,5.12E-05,0.000115249,0.000500557,0.000302361,0.011127443,0.044586875,0.047046184,0.030589143,0.020379254,0.007330705,0.000941274,0.006348532,0.005865654,0.004168063,0.002945368,0.0020332,0.001450962,0.001087491,0.000837879,0.000649025,0.000467723,0.000345269,0.000260454,0.000187347,0.000141549,0.00026481,0.000494518,0.000494453,0.00042137,0.00026563,0.709014101,1,0.943405208,0.702450535,0.48611866,0.183198568,0.028320194,0.146199427,0.157384211,0.101890518,0.070853232,0.052587815,0.037902999,0.031129065,0.022445359,0.017909251,0.013385185,0.01039448,0.007993144,0.006269926,0.004954387,0.006171289,0.008451179,0.00892207,0.006674647,0.005067689,2.99E-05,3.40E-05,2.42E-05,1.25E-05,1.19E-05,4.53E-06,-1.55E-06,3.98E-06,-4.50E-07,4.81E-06,-4.53E-07,-2.73E-06,1.66E-06,-4.70E-07,5.09E-07,-2.32E-07,-5.16E-06,9.10E-06,1.78E-06
